id,timestamp,lon,lat,gesture,workshop_id,source
7572,2018-04-25 09:17:04.71814,-0.0714711,51.5130038,5,8,Device 5
7573,2018-04-25 09:17:11.871021,-0.0714173,51.5130966,2,8,Device 19
7574,2018-04-25 09:17:14.295569,-0.07142072,51.51316619,2,8,Device 21
7575,2018-04-25 09:17:14.349968,-0.0714081,51.5130889,2,8,Device 10
7576,2018-04-25 09:17:15.087099,-0.0713539,51.5131599,2,8,Device 11
7577,2018-04-25 09:17:15.152833,-0.0714389,51.5130272,2,8,Device 22
7578,2018-04-25 09:17:15.892953,-0.0714739,51.5131158,4,8,Device 15
7579,2018-04-25 09:17:15.908851,-0.0714548,51.5130614,2,8,Device 16
7580,2018-04-25 09:17:16.699171,-0.071362,51.5131101,2,8,Device 23
7581,2018-04-25 09:17:18.66577,-0.0714718,51.5130098,2,8,Device 5
7582,2018-04-25 09:17:19.086931,-0.0714514,51.5130307,2,8,Device 2
7583,2018-04-25 09:17:21.089253,-0.0714017,51.5131068,2,8,Device 1
7584,2018-04-25 09:17:23.693168,-0.071424,51.5130843,4,8,Device 3
7585,2018-04-25 09:17:27.006308,-0.0714254,51.5130958,5,8,Device 6
7586,2018-04-25 09:20:30.268701,-0.0714356,51.5130697,4,8,Device 23
7587,2018-04-25 09:20:35.650461,-0.0725704,51.5129452,4,8,Device 15
7588,2018-04-25 09:20:35.767929,-0.0725981,51.5128822,4,8,Device 17
7589,2018-04-25 09:20:36.081667,-0.0725129,51.51291919,2,8,Device 7
7590,2018-04-25 09:20:36.959302,-0.0724715,51.512861,2,8,Device 6
7591,2018-04-25 09:20:37.042048,-0.0725619,51.5128581,4,8,Device 13
7592,2018-04-25 09:20:37.194504,-0.0725774,51.5128134,2,8,Device 24
7593,2018-04-25 09:20:38.129092,-0.0724546,51.5129346,2,8,Device 10
7594,2018-04-25 09:20:38.153434,-0.072445,51.5129061,4,8,Device 11
7595,2018-04-25 09:20:42.569748,-0.0724676,51.512825,4,8,Device 1
7596,2018-04-25 09:20:43.797348,-0.07250703,51.5129136,4,8,Device 21
7597,2018-04-25 09:20:48.0832,-0.0724389,51.5128738,1,8,Device 19
7598,2018-04-25 09:20:48.72334,-0.0724629,51.512866,4,8,Device 3
7599,2018-04-25 09:20:57.113055,-0.07250168,51.51292271,4,8,Device 7
7600,2018-04-25 09:20:57.157209,-0.0725123,51.5127753,4,8,Device 16
7601,2018-04-25 09:24:53.739326,-0.0720323,51.5116168,5,8,Device 4
7602,2018-04-25 09:25:00.116544,-0.0722504,51.511512,5,8,Device 16
7603,2018-04-25 09:25:00.437561,-0.0722073,51.5115463,4,8,Device 17
7604,2018-04-25 09:25:00.483893,-0.0720385,51.5116535,5,8,Device 10
7605,2018-04-25 09:25:00.569046,-0.0722164,51.51162,5,8,Device 15
7606,2018-04-25 09:25:01.063835,-0.0721882,51.5115461,1,8,Device 24
7607,2018-04-25 09:25:01.097433,-0.0720621,51.5116539,5,8,Device 6
7608,2018-04-25 09:25:02.79484,-0.07211155,51.51156352,1,8,Device 21
7609,2018-04-25 09:25:04.857541,-0.0721678,51.5114766,4,8,Device 23
7610,2018-04-25 09:25:06.721522,-0.0720194,51.5116086,5,8,Device 4
7611,2018-04-25 09:25:07.861975,-0.0720675,51.5116879,2,8,Device 2
7612,2018-04-25 09:25:11.275563,-0.0721412,51.5115386,4,8,Device 3
7613,2018-04-25 09:31:20.281433,-0.0694246,51.5118989,5,8,Device 4
7614,2018-04-25 09:31:20.631524,-0.06951524,51.51196315,5,8,Device 7
7615,2018-04-25 09:31:22.658829,-0.0693801,51.5118099,5,8,Device 6
7616,2018-04-25 09:31:23.140831,-0.0692612,51.5118841,5,8,Device 24
7617,2018-04-25 09:31:23.703286,-0.0694266,51.511899,5,8,Device 4
7618,2018-04-25 09:31:25.188726,-0.0693647,51.511884,4,8,Device 17
7619,2018-04-25 09:31:25.22257,-0.0694431,51.5118591,5,8,Device 22
7620,2018-04-25 09:31:26.700113,-0.0693847,51.511865,5,8,Device 13
7621,2018-04-25 09:31:27.555131,-0.0693793,51.5119019,5,8,Device 23
7622,2018-04-25 09:31:27.881611,-0.0692264,51.51182,4,8,Device 11
7623,2018-04-25 09:31:29.849993,-0.06939623,51.51193811,5,8,Device 21
7624,2018-04-25 09:31:30.020447,-0.0692873,51.5118715,5,8,Device 15
7625,2018-04-25 09:31:30.031832,-0.0692946,51.5118782,4,8,Device 16
7626,2018-04-25 09:31:31.168629,-0.0693124,51.5117599,5,8,Device 10
7627,2018-04-25 09:31:32.411067,-0.069376,51.5119289,4,8,Device 1
7628,2018-04-25 09:31:33.631715,-0.0693556,51.5118396,5,8,Device 3
7629,2018-04-25 09:31:37.883084,-0.0694267,51.511899,4,8,Device 4
7630,2018-04-25 09:31:38.53834,-0.0693459,51.5118683,5,8,Device 2
7631,2018-04-25 09:31:45.578536,-0.069404,51.5118022,5,8,Device 19
7632,2018-04-25 09:36:24.204121,-0.0688228,51.5127689,5,8,Device 6
7633,2018-04-25 09:36:24.360921,-0.0687873,51.5128066,4,8,Device 24
7634,2018-04-25 09:36:26.105784,-0.0688244,51.5127447,2,8,Device 1
7635,2018-04-25 09:36:29.718226,-0.0689144,51.5127707,1,8,Device 11
7636,2018-04-25 09:36:29.81451,-0.0686915,51.5126691,1,8,Device 22
7637,2018-04-25 09:36:29.987502,-0.0695525,51.5118473,2,8,Device 13
7638,2018-04-25 09:36:30.311258,-0.0690436,51.5127592,4,8,Device 24
7639,2018-04-25 09:36:30.34237,-0.0687936,51.512815,1,8,Device 10
7640,2018-04-25 09:36:30.465121,-0.0688696,51.5127474,1,8,Device 4
7641,2018-04-25 09:36:30.577518,-0.0683384,51.5124326,2,8,Device 15
7646,2018-04-25 09:36:33.839937,-0.0689569,51.5127798,2,8,Device 3
7651,2018-04-25 09:40:54.6917,-0.0687028,51.5128557,2,8,Device 13
7656,2018-04-25 09:40:57.112687,-0.0699401,51.5137083,2,8,Device 1
7661,2018-04-25 09:41:01.532658,-0.0699769,51.513653,2,8,Device 22
7642,2018-04-25 09:36:31.076407,-0.0688803,51.5127745,1,8,Device 19
7647,2018-04-25 09:36:35.590073,-0.0688244,51.5127447,1,8,Device 1
7649,2018-04-25 09:40:50.435945,-0.0699548,51.5136201,2,8,Device 4
7654,2018-04-25 09:40:55.567465,-0.0698997,51.5133021,1,8,Device 24
7659,2018-04-25 09:40:58.64844,-0.0698603,51.5137229,1,8,Device 19
7643,2018-04-25 09:36:31.545284,-0.0684682,51.5130183,1,8,Device 23
7648,2018-04-25 09:36:37.291059,-0.06878126,51.51282266,1,8,Device 21
7653,2018-04-25 09:40:55.506414,-0.0701389,51.5133124,2,8,Device 23
7658,2018-04-25 09:40:57.815467,-0.0698996,51.5137745,2,8,Device 10
7644,2018-04-25 09:36:33.310139,-0.0688228,51.5127689,2,8,Device 6
7650,2018-04-25 09:40:54.60506,-0.0699205,51.5136338,2,8,Device 2
7655,2018-04-25 09:40:55.755855,-0.06992289,51.51369182,1,8,Device 21
7660,2018-04-25 09:40:59.700731,-0.0701674,51.5134819,2,8,Device 17
7645,2018-04-25 09:36:33.608903,-0.0681809,51.5128024,2,8,Device 17
7652,2018-04-25 09:40:54.982999,-0.0700326,51.5134934,1,8,Device 6
7657,2018-04-25 09:40:57.635724,-0.0702338,51.5133529,2,8,Device 15
7662,2018-04-25 09:41:05.565322,-0.0698809,51.5136084,2,8,Device 5
7663,2018-04-25 09:41:06.118986,-0.0699092,51.5132931,5,8,Device 24
7664,2018-04-25 09:41:07.384172,-0.0696996,51.5135676,2,8,Device 11
7665,2018-04-25 09:47:21.078586,-0.0715856,51.5135538,5,8,Device 6
7666,2018-04-25 09:47:22.434002,-0.0715571,51.5135932,5,8,Device 24
7667,2018-04-25 09:47:26.747908,-0.0701433,51.5134062,2,8,Device 13
7668,2018-04-25 09:47:27.60024,-0.0715533,51.5136734,2,8,Device 2
7669,2018-04-25 09:47:28.373105,-0.0715128,51.5135516,4,8,Device 23
7670,2018-04-25 09:47:28.761687,-0.0714311,51.5135806,5,8,Device 5
7671,2018-04-25 09:47:29.112434,-0.0714961,51.5136071,4,8,Device 15
7672,2018-04-25 09:47:29.43778,-0.0715721,51.5135446,2,8,Device 6
7673,2018-04-25 09:47:29.76794,-0.0714187,51.5134867,4,8,Device 3
7674,2018-04-25 09:47:30.779135,-0.0715212,51.5135916,2,8,Device 22
7675,2018-04-25 09:47:31.6417,-0.0714716,51.5135418,1,8,Device 19
7676,2018-04-25 09:47:35.72648,-0.0714202,51.5136957,4,8,Device 17
7677,2018-04-25 09:47:38.074625,-0.0715653,51.5137074,4,8,Device 2
7678,2018-04-25 09:47:38.303746,-0.0714966,51.5136046,4,8,Device 1
7679,2018-04-25 09:50:51.629421,-0.0712736,51.5128498,1,8,Device 19
7680,2018-04-25 09:50:51.683953,-0.0712969,51.5127969,1,8,Device 22
7681,2018-04-25 09:50:51.685749,-0.0712799,51.5128717,2,8,Device 4
7682,2018-04-25 09:50:52.172192,-0.071365,51.5128712,1,8,Device 2
7683,2018-04-25 09:50:53.285508,-0.07128027,51.51285609,1,8,Device 21
7684,2018-04-25 09:50:53.41066,-0.071278,51.5128187,1,8,Device 1
7685,2018-04-25 09:50:54.034948,-0.0713197,51.5128649,4,8,Device 5
7686,2018-04-25 09:50:54.068331,-0.0713164,51.5128909,1,8,Device 23
7687,2018-04-25 09:50:55.878203,-0.071423,51.5128577,2,8,Device 3
